symbol,Name,Sector,Industry,MarketCap,SicCode,SicDescription,SubIndustry
CTO,"CTO Realty Growth, Inc.",Financials,REAL ESTATE INVESTMENT TRUSTS,585614744.1899999,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
CTOS,"Custom Truck One Source, Inc.",Industrials,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",1465840521.4199998,7359.0,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",Other
CTRA,Coterra Energy Inc.,Energy,CRUDE PETROLEUM & NATURAL GAS,20092753597.28,1311.0,CRUDE PETROLEUM & NATURAL GAS,Other
CTRE,"CareTrust REIT, Inc",Financials,REAL ESTATE INVESTMENT TRUSTS,8360364055.679999,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
CTRI,"Centuri Holdings, Inc.",Energy,NATURAL GAS TRANSMISSION & DISTRIBUTION,2161868470.06,4923.0,NATURAL GAS TRANSMISSION & DISTRIBUTION,Other
CTRM,Castor Maritime Inc. Common Stock,Industrials,,19034837.38,,,Other
CTRN,"Citi Trends, Inc.",Consumer Discretionary,RETAIL-APPAREL & ACCESSORY STORES,373682980.88,5600.0,RETAIL-APPAREL & ACCESSORY STORES,Other
CTS,CTS Corporation,Industrials,PRINTED CIRCUIT BOARDS,1237052171.34,3672.0,PRINTED CIRCUIT BOARDS,Other
CTSH,Cognizant Technology Solutions,Information Technology,SERVICES-COMPUTER PROGRAMMING SERVICES,37187910744.65,7371.0,SERVICES-COMPUTER PROGRAMMING SERVICES,Software
CTSO,Cytosorbents Corp.,Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,49678205.255,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other
CTVA,"Corteva, Inc. Common Stock",Industrials,,45037537800.00001,100.0,,Other
CUB,Lionheart Holdings Class A Ordinary Shares,Industrials,BLANK CHECKS,325220003.535,6770.0,BLANK CHECKS,Banks
CUBB,"Customers Bancorp, Inc. 5.375% Subordinated Notes Due 2034",Financials,STATE COMMERCIAL BANKS,,6022.0,STATE COMMERCIAL BANKS,Banks
CUBE,CubeSmart,Financials,REAL ESTATE INVESTMENT TRUSTS,8517142022.85,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
CUBI,CUSTOMERS BANCORP INC,Financials,STATE COMMERCIAL BANKS,2355888909.15,6022.0,STATE COMMERCIAL BANKS,Banks
CUE,"Cue Biopharma, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,49274075.1888,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
CUK,Carnival PLC,Utilities,WATER TRANSPORTATION,30819598580.8,4400.0,WATER TRANSPORTATION,Other
CULP,"Culp, Inc.",Industrials,"BROADWOVEN FABRIC MILLS, COTTON",51555701.54,2211.0,"BROADWOVEN FABRIC MILLS, COTTON",Other
CURB,Curbline Properties Corp.,Real Estate,REAL ESTATE,2520405430.4,6500.0,REAL ESTATE,Other
CURI,CuriosityStream Inc. Class A Common Stock,Communication Services,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION,274002982.90000004,7812.0,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION,Other
CURV,Torrid Holdings Inc.,Consumer Discretionary,RETAIL-APPAREL & ACCESSORY STORES,127924076.79,5600.0,RETAIL-APPAREL & ACCESSORY STORES,Other
CURX,Curanex Pharmaceuticals Inc Common Stock,Health Care,PHARMACEUTICAL PREPARATIONS,13427876.7256,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
CUZ,Cousins Properties Inc.,Financials,REAL ESTATE INVESTMENT TRUSTS,4333509874.2,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
CV,"CapsoVision, Inc. Common Stock",Health Care,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,267006382.5,3845.0,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,Other
CVAC,CureVac N.V. Ordinary Shares,Industrials,,1233946664.52,,,Other
CVBF,CVB Financial Corp,Financials,STATE COMMERCIAL BANKS,2727972815.92,6022.0,STATE COMMERCIAL BANKS,Banks
CVCO,Cavco Industries Inc.,Industrials,MOBILE HOMES,4750145518.2,2451.0,MOBILE HOMES,Other
CVE,Cenovus Energy Inc.,Industrials,,33125231306.64,,,Other
CVEO,Civeo Corporation,Consumer Discretionary,"HOTELS, ROOMING HOUSES, CAMPS & OTHER LODGING PLACES",256213711.75,7000.0,"HOTELS, ROOMING HOUSES, CAMPS & OTHER LODGING PLACES",Other
CVGI,"Commercial Vehicle Group, Inc.",Consumer Discretionary,MOTOR VEHICLE PARTS & ACCESSORIES,63177975.32,3714.0,MOTOR VEHICLE PARTS & ACCESSORIES,Other
CVI,"CVR ENERGY, INC.",Energy,PETROLEUM REFINING,3459257911.59,2911.0,PETROLEUM REFINING,Other
CVKD,"Cadrenal Therapeutics, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,19471426.1,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
CVLG,"Covenant Logistics Group, Inc.",Industrials,TRUCKING (NO LOCAL),499941672.88,4213.0,TRUCKING (NO LOCAL),Other
CVLT,"Commault Systems, Inc.",Information Technology,SERVICES-PREPACKAGED SOFTWARE,5435071060.12,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
CVM,Cel-Sci Corporation,Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",60030103.56,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology
CVNA,Carvana Co.,Consumer Discretionary,RETAIL-AUTO DEALERS & GASOLINE STATIONS,50534749554.69,5500.0,RETAIL-AUTO DEALERS & GASOLINE STATIONS,Other
CVRX,"CVRx, Inc. Common Stock",Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,257645371.47,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other
CVS,CVS HEALTH CORPORATION,Consumer Discretionary,RETAIL-DRUG STORES AND PROPRIETARY STORES,101376878252.1,5912.0,RETAIL-DRUG STORES AND PROPRIETARY STORES,Pharmaceuticals
CVV,CVD Equipment Corp.,Industrials,"SPECIAL INDUSTRY MACHINERY, NEC",22962588.78,3559.0,"SPECIAL INDUSTRY MACHINERY, NEC",Other
CVX,Chevron Corporation,Energy,PETROLEUM REFINING,298923356287.47,2911.0,PETROLEUM REFINING,Other
CWAN,"Clearwater Analytics Holdings, Inc.",Information Technology,SERVICES-PREPACKAGED SOFTWARE,6359511665.42,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
CWBC,Community West Bancshares Common Stock,Financials,STATE COMMERCIAL BANKS,435279484.16,6022.0,STATE COMMERCIAL BANKS,Banks
CWCO,Consolidated Water Co Inc,Utilities,WATER SUPPLY,548675211.8399999,4941.0,WATER SUPPLY,Other
CWD,CaliberCos Inc. Class A Common Stock,Real Estate,REAL ESTATE,13594591.89,6500.0,REAL ESTATE,Other
CWEN,"Clearway Energy, Inc. Class C Common Stock",Utilities,ELECTRIC SERVICES,4317240381.4800005,4911.0,ELECTRIC SERVICES,Other
CWH,"Camping World Holdings, Inc.",Consumer Discretionary,RETAIL-AUTO DEALERS & GASOLINE STATIONS,711745569.48,5500.0,RETAIL-AUTO DEALERS & GASOLINE STATIONS,Other
CWK,Cushman & Wakefield plc Ordinary Shares,Real Estate,REAL ESTATE,3907168724.76,6500.0,REAL ESTATE,Other
CWT,California Water Service,Utilities,WATER SUPPLY,2711406015.5,4941.0,WATER SUPPLY,Other
CX,Cemex S.A.B. de C.V.,Industrials,,15335302949.68,,,Other
CXAI,CXApp Inc. Class A Common Stock,Information Technology,SERVICES-PREPACKAGED SOFTWARE,13198114.215,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
CXDO,CREXENDO INC,Communication Services,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),210814989.28,4813.0,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),Other
CXE,MFS High Income Municipal Trust,Industrials,,116014844.64,,,Other
CXH,MFS Investment Grade Municipal Trust,Industrials,,65101806.8,,,Other
CXM,"Sprinklr, Inc.",Information Technology,SERVICES-PREPACKAGED SOFTWARE,1760084810.12,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
CXT,"Crane NXT, Co.",Materials,MISCELLANEOUS FABRICATED METAL PRODUCTS,3229989693.75,3490.0,MISCELLANEOUS FABRICATED METAL PRODUCTS,Other
CYBN,Cybin Inc.,Industrials,,300861609.93,,,Other
CYCN,"Cyclerion Therapeutics, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,5785442.24,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
CYD,China Yuchai International Ltd.,Industrials,,1325147133.04,,,Other
CYH,"Community Health Systems, Inc.",Health Care,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",477892671.75,8062.0,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",Health Care Providers & Services
CYN,Cyngn Inc. Common Stock,Information Technology,SERVICES-COMPUTER PROGRAMMING SERVICES,28867255.6,7371.0,SERVICES-COMPUTER PROGRAMMING SERVICES,Software
CYPH,Cypherpunk Technologies Inc. Common Stock,Health Care,PHARMACEUTICAL PREPARATIONS,95741609.6,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
CYRX,"CryoPort, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,480661478.4,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
CYTK,Cytokinetics Inc.,Health Care,PHARMACEUTICAL PREPARATIONS,8332354911.35,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
CZFS,"Citizens Financial Services, Inc. Common Stock",Financials,STATE COMMERCIAL BANKS,269493558.39,6022.0,STATE COMMERCIAL BANKS,Banks
CZNC,Citizens & Northern Corporation,Financials,STATE COMMERCIAL BANKS,359419815.87,6022.0,STATE COMMERCIAL BANKS,Banks
CZWI,"Citizens Community Bancorp, Inc.",Financials,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",166244211.45000002,6035.0,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",Other
D,"Dominion Energy, Inc Common Stock",Utilities,ELECTRIC SERVICES,53403736343.58,4911.0,ELECTRIC SERVICES,Other
DAAQ,Digital Asset Acquisition Corp. Class A Ordinary shares,Industrials,BLANK CHECKS,233910000.0,6770.0,BLANK CHECKS,Banks
DAC,Danaos Corporation,Industrials,,1782266392.68,,,Other
DAIC,"CID HoldCo, Inc. Common Stock",Information Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,46936914.18,7373.0,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,Other
DAIO,Data I/O Corp,Utilities,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,26297272.4,3825.0,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,Other
DAKT,Daktronics Inc,Industrials,MISCELLANEOUS MANUFACTURING INDUSTRIES,928383452.94,3990.0,MISCELLANEOUS MANUFACTURING INDUSTRIES,Other
DAL,"Delta Air Lines, Inc.",Industrials,"AIR TRANSPORTATION, SCHEDULED",41965917099.36,4512.0,"AIR TRANSPORTATION, SCHEDULED",Other
DAN,Dana Incorporated,Consumer Discretionary,MOTOR VEHICLE PARTS & ACCESSORIES,2626503987.68,3714.0,MOTOR VEHICLE PARTS & ACCESSORIES,Other
DAO,"Youdao, Inc. American Depositary Shares, each representing one Class A Ordinary Share",Industrials,,1088080165.9,,,Other
DARE,"Dare Bioscience, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,25863504.49,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
DASH,"DoorDash, Inc. Class A Common Stock",Industrials,"SERVICES-BUSINESS SERVICES, NEC",84467089753.62,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other
DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),Industrials,,335022825.78,,,Other
DAVE,Dave Inc. Class A Common Stock,Financials,FINANCE SERVICES,2878124996.66,6199.0,FINANCE SERVICES,Other
DAWN,"Day One Biopharmaceuticals, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,966176473.82,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
DAY,"Dayforce, Inc.",Information Technology,SERVICES-PREPACKAGED SOFTWARE,11042412447.0,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
DB,Deutsche Bank Aktiengesellschaft,Industrials,,68339904359.8,,,Other
DBD,"Diebold Nixdorf, Incorporated",Information Technology,CALCULATING & ACCOUNTING MACHINES (NO ELECTRONIC COMPUTERS),2319170306.96,3578.0,CALCULATING & ACCOUNTING MACHINES (NO ELECTRONIC COMPUTERS),Other
DBGI,"Digital Brands Group, Inc. Common Stock",Consumer Discretionary,RETAIL-APPAREL & ACCESSORY STORES,46502935.5,5600.0,RETAIL-APPAREL & ACCESSORY STORES,Other
DBI,Designer Brands Inc.,Consumer Discretionary,RETAIL-SHOE STORES,216009572.8,5661.0,RETAIL-SHOE STORES,Other
DBL,DOUBLELINE OPPORTUNISTIC CREDIT FUND,Industrials,,290898330.04,,,Other
DBRG,"DigitalBridge Group, Inc.",Financials,INVESTMENT ADVICE,1739060526.0,6282.0,INVESTMENT ADVICE,Asset Management & Custody
DBVT,DBV Technologies S.A.,Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",501618963.125,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology
DBX,"Dropbox, Inc. Class A",Information Technology,SERVICES-PREPACKAGED SOFTWARE,7430192885.34,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
DC,Dakota Gold Corp.,Materials,METAL MINING,508546802.06,1000.0,METAL MINING,Other
DCBO,Docebo Inc. Common Shares,Industrials,,599409263.04,,,Other
DCGO,DocGo Inc. Common Stock,Health Care,SERVICES-HEALTH SERVICES,101725906.88,8000.0,SERVICES-HEALTH SERVICES,Health Care Providers & Services
DCI,"Donaldson Company, Inc.",Industrials,INDUSTRIAL & COMMERCIAL FANS & BLOWERS & AIR PURIFING EQUIP,10447998774.4,3564.0,INDUSTRIAL & COMMERCIAL FANS & BLOWERS & AIR PURIFING EQUIP,Other
DCO,Ducommun Incorporated,Industrials,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC",1362930481.88,3728.0,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC",Other
DCOM,"Dime Community Bancshares, Inc. Common Stock",Financials,NATIONAL COMMERCIAL BANKS,1254939323.55,6021.0,NATIONAL COMMERCIAL BANKS,Banks
DCOMG,"Dime Community Bancshares, Inc. 9.000% Fixed-to-Floating Rate Subordinated Notes due 2034",Financials,NATIONAL COMMERCIAL BANKS,,6021.0,NATIONAL COMMERCIAL BANKS,Banks
DCOMP,"Dime Community Bancshares, Inc. Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A",Financials,NATIONAL COMMERCIAL BANKS,,6021.0,NATIONAL COMMERCIAL BANKS,Banks
DCTH,Delcath Systems Inc,Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,340424241.52000004,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other
DD,"DuPont de Nemours, Inc. Common Stock",Materials,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",16524386778.56,2821.0,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",Other
DDC,DDC Enterprise Limited,Industrials,,82710934.5,,,Other
DDD,3D Systems Corporation,Information Technology,SERVICES-PREPACKAGED SOFTWARE,262625548.56,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
DDI,"DoubleDown Interactive Co., Ltd. American Depository Shares",Industrials,,463324664.0,,,Other
DDL,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares),Industrials,,372843976.88,,,Other
DDOG,"Datadog, Inc. Class A Common Stock",Information Technology,SERVICES-PREPACKAGED SOFTWARE,55546246641.6,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
DDS,Dillards Inc.,Consumer Discretionary,RETAIL-DEPARTMENT STORES,10473684000.0,5311.0,RETAIL-DEPARTMENT STORES,Other
DDT,Dillard's Capital Trust I 7.50% Capital Securities,Consumer Discretionary,RETAIL-DEPARTMENT STORES,,5311.0,RETAIL-DEPARTMENT STORES,Other
DE,Deere & Company,Industrials,FARM MACHINERY & EQUIPMENT,127019671419.04,3523.0,FARM MACHINERY & EQUIPMENT,Other
DEA,"Easterly Government Properties, Inc.",Financials,REAL ESTATE INVESTMENT TRUSTS,1008851332.52,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
DEC,Diversified Energy Company,Industrials,,1165580357.92,,,Other
DECK,Deckers Outdoor Corp,Materials,RUBBER & PLASTICS FOOTWEAR,12707491989.27,3021.0,RUBBER & PLASTICS FOOTWEAR,Other
DEFT,"Defi Technologies, Inc.",Industrials,,536370385.25,,,Other
DEI,"Douglas Emmett, Inc.",Financials,REAL ESTATE INVESTMENT TRUSTS,2053084843.34,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
DELL,Dell Technologies Inc.,Information Technology,ELECTRONIC COMPUTERS,89310876386.57999,3571.0,ELECTRONIC COMPUTERS,Other
DENN,DENNY'S CORP,Consumer Discretionary,RETAIL-EATING PLACES,317748792.98,5812.0,RETAIL-EATING PLACES,Other
DEO,Diageo plc,Industrials,,50382299834.24,,,Other
DERM,Journey Medical Corporation Common Stock,Health Care,PHARMACEUTICAL PREPARATIONS,212474136.15,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
DEVS,DevvStream Corp. Common Stock,Industrials,"INVESTORS, NEC",5570380.899999999,6799.0,"INVESTORS, NEC",Other
DFDV,DeFi Development Corp. Common Stock,Financials,FINANCE SERVICES,234881065.76,6199.0,FINANCE SERVICES,Other
DFH,"Dream Finders Homes, Inc.",Industrials,OPERATIVE BUILDERS,1838398510.76,1531.0,OPERATIVE BUILDERS,Other
DFIN,"Donnelley Financial Solutions, Inc.",Industrials,SERVICES-MISCELLANEOUS BUSINESS SERVICES,1289967604.63,7380.0,SERVICES-MISCELLANEOUS BUSINESS SERVICES,Other
DFLI,Dragonfly Energy Holdings Corp. Common Stock (NV),Industrials,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",102475734.9168,3690.0,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",Other
DFP,FLAHERTY & CRUMRINE DYNAMIC PREFERRED AND INCOME FUND INCORPORATED,Industrials,,437462318.1,,,Other
DFSC,DEFSEC Technologies Inc. Common Stock,Industrials,,4831270.66,,,Other
DG,Dollar General Corp.,Consumer Discretionary,RETAIL-VARIETY STORES,23940932665.56,5331.0,RETAIL-VARIETY STORES,Other
DGICA,Donegal Group Inc,Financials,"FIRE, MARINE & CASUALTY INSURANCE",751152000.5,6331.0,"FIRE, MARINE & CASUALTY INSURANCE",Other
DGICB,Donegal Group Inc,Financials,"FIRE, MARINE & CASUALTY INSURANCE",641593733.11,6331.0,"FIRE, MARINE & CASUALTY INSURANCE",Other
DGII,Digi International Inc,Information Technology,COMPUTER COMMUNICATIONS EQUIPMENT,1577172639.48,3576.0,COMPUTER COMMUNICATIONS EQUIPMENT,Other
DGLY,"Digital Ally, Inc. Common Stock",Information Technology,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,2486951.16,3663.0,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,Other
DGNX,Diginex Limited Ordinary Shares,Industrials,,2330501716.48,,,Other
DGX,Quest Diagnostics Inc.,Health Care,SERVICES-MEDICAL LABORATORIES,21101563647.78,8071.0,SERVICES-MEDICAL LABORATORIES,Other
DGXX,Digi Power X Inc. Subordinate Voting Shares,Industrials,,273673172.67,,,Other
DH,Definitive Healthcare Corp. Class A Common Stock,Information Technology,SERVICES-PREPACKAGED SOFTWARE,290282517.47,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
DHC,Diversified Healthcare Trust Common Shares of Beneficial Interest,Financials,REAL ESTATE INVESTMENT TRUSTS,1179255704.94,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
DHCNI,Diversified Healthcare Trust 5.625% Senior Notes due 2042,Financials,REAL ESTATE INVESTMENT TRUSTS,,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
DHCNL,Diversified Healthcare Trust 6.25% Senior Notes Due 2046,Financials,REAL ESTATE INVESTMENT TRUSTS,,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
DHF,BNY Mellon High Yield Strategies Fund,Industrials,,184250399.85,,,Other
DHI,D.R. Horton Inc.,Industrials,OPERATIVE BUILDERS,45783409936.88,1531.0,OPERATIVE BUILDERS,Other
DHIL,Diamond Hill Investment Group,Financials,INVESTMENT ADVICE,320307046.40000004,6282.0,INVESTMENT ADVICE,Asset Management & Custody
DHT,"DHT HOLDINGS, INC.",Industrials,,2093608279.14,,,Other
DHX,"DHI Group, Inc.",Industrials,"SERVICES-BUSINESS SERVICES, NEC",87712070.22,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other
DHY,Credit Suisse High Yield Credit Fund,Industrials,,212399729.2,,,Other
DIAX,NUVEEN DOW 30SM DYNAMIC OVERWRITE FUND,Industrials,,544049018.48,,,Other
DIBS,"1stdibs.com, Inc. Common Stock",Consumer Discretionary,RETAIL-CATALOG & MAIL-ORDER HOUSES,208335640.12,5961.0,RETAIL-CATALOG & MAIL-ORDER HOUSES,Internet & Direct Marketing Retail
DIN,"Dine Brands Global, Inc.",Consumer Discretionary,RETAIL-EATING PLACES,451317541.71,5812.0,RETAIL-EATING PLACES,Other
DINO,HF Sinclair Corporation,Energy,PIPE LINES (NO NATURAL GAS),9609455691.92,4610.0,PIPE LINES (NO NATURAL GAS),Other
DIOD,Diodes Inc,Information Technology,SEMICONDUCTORS & RELATED DEVICES,2138827612.41,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors
DIS,The Walt Disney Company,Consumer Discretionary,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,184652425341.78,7990.0,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,Other
DIT,AMCON Distributing Co.,Industrials,"WHOLESALE-GROCERIES, GENERAL LINE",73530117.0,5141.0,"WHOLESALE-GROCERIES, GENERAL LINE",Other
DJCO,Daily Journal Corp,Communication Services,NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING,632941021.26,2711.0,NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING,Other
DJT,Trump Media & Technology Group Corp. Common Stock,Information Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",3099573830.52,7370.0,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",Software
DK,"Delek US Holdings, Inc.",Energy,PETROLEUM REFINING,2335404896.17,2911.0,PETROLEUM REFINING,Other
DKI,DarkIris Inc. Class A Ordinary Shares,Industrials,,8047150.0,,,Other
DKL,"DELEK LOGISTICS PARTNERS, LP",Energy,PIPE LINES (NO NATURAL GAS),2477746978.33,4610.0,PIPE LINES (NO NATURAL GAS),Other
DKNG,DraftKings Inc. Class A Common Stock,Consumer Discretionary,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,16028274757.600002,7990.0,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,Other
DKS,"Dick's Sporting Goods, Inc.",Consumer Discretionary,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,18599766153.43,5940.0,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,Other
DLB,"Dolby Laboratories, Inc.Class A",Industrials,PATENT OWNERS & LESSORS,6398894697.0,6794.0,PATENT OWNERS & LESSORS,Other
DLHC,DLH Holdings Corp.,Industrials,SERVICES-HELP SUPPLY SERVICES,91785665.84,7363.0,SERVICES-HELP SUPPLY SERVICES,Other
DLNG,DYNAGAS LNG PARNERS LP,Industrials,,135341080.92000002,,,Other
DLO,DLocal Limited Class A Common Shares,Industrials,,3846194631.9,,,Other
DLPN,"Dolphin Entertainment, Inc.",Industrials,SERVICES-PERSONAL SERVICES,19759547.86,7200.0,SERVICES-PERSONAL SERVICES,Other
DLTH,Duluth Holdings Inc. Class B Common Stock,Consumer Discretionary,RETAIL-APPAREL & ACCESSORY STORES,113744511.8,5600.0,RETAIL-APPAREL & ACCESSORY STORES,Other
DLX,Deluxe Corporation,Industrials,"BLANKBOOKS, LOOSELEAF BINDERS & BOOKBINDG & RELATD WORK",918606422.24,2780.0,"BLANKBOOKS, LOOSELEAF BINDERS & BOOKBINDG & RELATD WORK",Other
DLXY,Delixy Holdings Limited Ordinary Shares,Industrials,,14878500.0,,,Other
DLY,DoubleLine Yield Opportunities Fund,Industrials,,706989769.5600001,,,Other
DMA,Destra Multi-Alternative Fund,Industrials,,77621649.74,,,Other
DMAA,Drugs Made In America Acquisition Corp. Ordinary Shares,Industrials,BLANK CHECKS,346232087.19,6770.0,BLANK CHECKS,Banks
DMAC,DiaMedica Therapeutics Inc. Common Stock,Health Care,PHARMACEUTICAL PREPARATIONS,474946243.68,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
DMB,"BNY Mellon Municipal Bond Infrastructure Fund, Inc.",Industrials,,194551134.61,,,Other
DMLP,Dorchester Minerals LP,Energy,CRUDE PETROLEUM & NATURAL GAS,1025910867.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,Other
DMO,Western Asset Mortgage Opportunity Fund Inc.,Industrials,,132111936.0,,,Other
