symbol,Name,Sector,Industry,MarketCap,SicCode,SicDescription,SubIndustry,market_cap_cache
LZMH,LZ Technology Holdings Limited Class B Ordinary Shares,Industrials,,456210000.0,,,Other,263081100.0
PESI,"Perma-Fix Environmental Services, Inc.",Industrials,HAZARDOUS WASTE MANAGEMENT,229619008.8,4955.0,HAZARDOUS WASTE MANAGEMENT,Other,262580447.16
BRY,Berry Corporation (bry) Common Stock,Energy,CRUDE PETROLEUM & NATURAL GAS,257655552.08,1311.0,CRUDE PETROLEUM & NATURAL GAS,Other,262311977.72
NREF,"NexPoint Real Estate Finance, Inc.",Financials,REAL ESTATE INVESTMENT TRUSTS,256080414.6,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody,262283054.4
MITT,"AG MORTGAGE INVESTMENT TRUST, INC.",Financials,REAL ESTATE INVESTMENT TRUSTS,258717259.35,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody,261574259.76000002
OPRX,OptimizeRx Corporation Common Stock,Industrials,"SERVICES-BUSINESS SERVICES, NEC",286693227.76,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other,261155534.52
SCD,"LMP Capital and Income Fund, Inc.",Industrials,,256608491.7,,,Other,260637157.44000003
XYF,"X Financial American Depositary Shares, each representing six Class A Ordinary Shares",Industrials,,280136237.85,,,Other,260600935.35
PAL,"Proficient Auto Logistics, Inc. Common Stock",Industrials,TRANSPORTATION SERVICES,226814801.55,4700.0,TRANSPORTATION SERVICES,Other,260489146.32
EVI,"EVI Industries, Inc.",Industrials,SERVICES-PERSONAL SERVICES,272430126.99,7200.0,SERVICES-PERSONAL SERVICES,Other,260484817.32000002
PYXS,"Pyxis Oncology, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,328755055.2,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,260264418.7
VMD,"Viemed Healthcare, Inc. Common Shares",Health Care,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",261563200.16,8090.0,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",Other,260042483.88
ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,Industrials,,212663549.7,,,Other,259922116.3
OACC,Oaktree Acquisition Corp. III Life Sciences Class A Ordinary Share,Industrials,BLANK CHECKS,259716943.92,6770.0,BLANK CHECKS,Banks,259839857.76000002
SLS,"SELLAS Life Sciences Group, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,207965668.94,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,259244874.98000002
RDIB,"Reading International, Inc (Class B",Communication Services,SERVICES-MOTION PICTURE THEATERS,274878846.0,7830.0,SERVICES-MOTION PICTURE THEATERS,Other,259203936.6
WNEB,"Western New England Bancorp, Inc.",Financials,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",251436422.82,6035.0,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",Other,259018450.24
EOT,EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,Industrials,,260779931.49,,,Other,258670567.155
AZ,A2Z Cust2Mate Solutions Corp. Common Shares,Industrials,,291786188.88,,,Other,258666779.51
EGAN,eGain Corporation,Information Technology,SERVICES-PREPACKAGED SOFTWARE,275921801.4,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,258609060.92000002
MPAA,"Motorcar Parts of America, Inc.",Consumer Discretionary,MOTOR VEHICLE PARTS & ACCESSORIES,256601156.8,3714.0,MOTOR VEHICLE PARTS & ACCESSORIES,Other,258556958.3
MMT,MFS Multimarket Income Trust Shares of Beneficial Interest,Industrials,,257698451.85,,,Other,257698451.85000002
FENC,Fennec Pharmaceuticals Inc. Common Stock,Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",269471083.44,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology,257517359.84
FUND,"Sprott Focus Trust, Inc.",Industrials,,249881587.92,,,Other,257292073.92
CHMG,Chemung Financial Corp,Financials,STATE COMMERCIAL BANKS,250121187.33,6022.0,STATE COMMERCIAL BANKS,Banks,256401784.51999998
NAUT,"Nautilus Biotechnolgy, Inc. Common Stock",Industrials,LABORATORY ANALYTICAL INSTRUMENTS,286712626.94,3826.0,LABORATORY ANALYTICAL INSTRUMENTS,Other,256399397.65999997
SNWV,"SANUWAVE Health, Inc. Common Stock",Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,294848518.32,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other,256255780.32
ONTF,"ON24, Inc.",Information Technology,SERVICES-PREPACKAGED SOFTWARE,235935764.1,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,256231313.7
GASS,"StealthGas, Inc.",Industrials,,251582495.21,,,Other,256041859.97
EOD,Allspring Global Dividend Opportunity Fund,Industrials,,251504937.76,,,Other,255811529.16000003
AUDC,AudioCodes Ltd,Industrials,,254940565.81,,,Other,255227338.10000002
CVEO,Civeo Corporation,Consumer Discretionary,"HOTELS, ROOMING HOUSES, CAMPS & OTHER LODGING PLACES",256213711.75,7000.0,"HOTELS, ROOMING HOUSES, CAMPS & OTHER LODGING PLACES",Other,255062189.45
TOYO,"TOYO Co., Ltd Ordinary Shares",Industrials,,237220701.16,,,Other,254596739.78
THRY,"Thryv Holdings, Inc. Common Stock",Communication Services,SERVICES-ADVERTISING,244902127.42,7310.0,SERVICES-ADVERTISING,Other,254489043.44
GCO,Genesco Inc.,Consumer Discretionary,RETAIL-SHOE STORES,380754639.75000006,5661.0,RETAIL-SHOE STORES,Other,254340213.0
DGXX,Digi Power X Inc. Subordinate Voting Shares,Industrials,,273673172.67,,,Other,254078434.77
TSSI,"TSS, Inc. Common Stock",Industrials,SERVICES-MANAGEMENT CONSULTING SERVICES,271143347.8,8742.0,SERVICES-MANAGEMENT CONSULTING SERVICES,Other,253547875.23
RXT,"Rackspace Technology, Inc. Common Stock",Information Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",250899883.6,7370.0,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",Software,253335804.8
DH,Definitive Healthcare Corp. Class A Common Stock,Information Technology,SERVICES-PREPACKAGED SOFTWARE,290282517.47,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,253093298.15
ACB,Aurora Cannabis Inc. Common Shares,Industrials,,259680613.23,,,Other,252891577.58999997
PLMK,Plum Acquisition Corp. IV Class A Ordinary Shares,Industrials,BLANK CHECKS,251641042.50000003,6770.0,BLANK CHECKS,Banks,252610757.5
FACT,FACT II Acquisition Corp. Class A Ordinary Shares,Industrials,BLANK CHECKS,251848697.59,6770.0,BLANK CHECKS,Banks,252456734.04000002
IIF,"Morgan Stanley India Investment Fund, Inc.",Industrials,,254960525.26,,,Other,252386129.53
FUNC,First United Corp,Financials,NATIONAL COMMERCIAL BANKS,247792071.12,6021.0,NATIONAL COMMERCIAL BANKS,Banks,252015061.32
FLX,BingEx Limited American Depositary Shares,Industrials,,224770515.6,,,Other,251799881.4
FHTX,Foghorn Therapeutics Inc. Common Stock,Health Care,PHARMACEUTICAL PREPARATIONS,272011700.09,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,251653236.05
LANV,Lanvin Group Holdings Limited,Industrials,,228042100.65,,,Other,251431034.04999998
AGCC,Agencia Comercial Spirits Ltd Class A Ordinary Shares,Industrials,,142514505.0,,,Other,251238960.0
CCHH,CCH Holdings Ltd Ordinary Shares,Industrials,,190575000.0,,,Other,251019999.99999997
VNME,Vendome Acquisition Corporation I Class A Ordinary Shares,Industrials,BLANK CHECKS,251250000.00000003,6770.0,BLANK CHECKS,Banks,250999999.99999997
HYI,Western Asset High Yield Opportunity Fund Inc.,Industrials,,252510101.5,,,Other,250923413.25
FDBC,"Fidelity D & D Bancorp, Inc. Common Stock",Financials,NATIONAL COMMERCIAL BANKS,252837818.24,6021.0,NATIONAL COMMERCIAL BANKS,Banks,250876941.0
NTWO,Newbury Street II Acquisition Corp Class A Ordinary Shares,Industrials,BLANK CHECKS,250629427.1875,6770.0,BLANK CHECKS,Banks,250569136.25
BLFY,Blue Foundry Bancorp Common Stock,Financials,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",237093189.5,6036.0,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",Other,250380373.5
BKTI,BK Technologies Corporation,Information Technology,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,238751456.77,3663.0,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,Other,249985502.18
ACHV,"Achieve Life Sciences, Inc.",Health Care,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,257652501.92,2835.0,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,Other,249667403.72000003
LUD,Luda Technology Group Limited,Industrials,,198083700.0,,,Other,249136200.0
RLTY,Cohen & Steers Real Estate Opportunities and Income Fund,Industrials,,250668865.94,,,Other,248996625.34
JILL,"J.Jill, Inc. Common Stock",Industrials,"WOMEN'S, MISSES', AND JUNIORS OUTERWEAR",234963735.03,2330.0,"WOMEN'S, MISSES', AND JUNIORS OUTERWEAR",Other,247907297.88000003
OBIO,"Orchestra BioMed Holdings, Inc. Ordinary Shares",Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,295875190.44,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other,247880169.08999997
TRAK,"ReposiTrak, Inc.",Information Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,245065297.0,7374.0,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,Other,247808565.25
ARL,"American Realty Investors, Inc.",Real Estate,REAL ESTATE OPERATORS (NO DEVELOPERS) & LESSORS,245511053.6,6510.0,REAL ESTATE OPERATORS (NO DEVELOPERS) & LESSORS,Other,247610819.19
HRTX,"Heron Therapeutics, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,205366024.64,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,247539404.70000002
FBRX,"Forte Biosciences, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,239013919.8,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,247281696.89999998
PINE,"Alpine Income Property Trust, Inc",Financials,REAL ESTATE INVESTMENT TRUSTS,245473592.46,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody,247173351.89999998
BNY,BlackRock New York Municipal Income Trust,Industrials,,246235642.05,,,Other,246959155.20000002
FTF,Franklin Limited Duration Income Trust Common Shrs. of Beneficial Interest,Industrials,,245664673.92,,,Other,246876835.14000002
PSF,COHEN & STEERS SELECT PREFERRED AND INCOME FUND,Industrials,,245976424.15,,,Other,246818397.24
FCT,First Trust Senior Floating Rate Income Fund II,Industrials,,248661023.16,,,Other,246582352.12
CCCC,"C4 Therapeutics, Inc.",Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",259730640.24,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology,246162621.72
MEI,Methode Electronics,Information Technology,ELECTRONIC CONNECTORS,261663365.06,3678.0,ELECTRONIC CONNECTORS,Other,246087330.55
TKNO,"Alpha Teknova, Inc. Common Stock",Health Care,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,254263576.5,2835.0,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,Other,245163616.92000002
ZURA,Zura Bio Limited Class A Ordinary Shares,Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",247088570.4,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology,245137871.16
PDYN,Palladyne AI Corp. Common Stock,Information Technology,SERVICES-PREPACKAGED SOFTWARE,245901826.5,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,244560543.81
LIEN,"Chicago Atlantic BDC, Inc. Common Stock",Industrials,,248744431.0,,,Other,243952107.1
NNOX,NANO-X IMAGING LTD Ordinary Shares,Industrials,,297492158.6,,,Other,243878187.16
INSE,"Inspired Entertainment, Inc.",Information Technology,SERVICES-PREPACKAGED SOFTWARE,218107630.8,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,243418886.71999997
MNTK,"Montauk Renewables, Inc. Common Stock",Energy,GAS & OTHER SERVICES COMBINED,226188021.03,4932.0,GAS & OTHER SERVICES COMBINED,Other,243258815.07
GLO,Clough Global Opportunities Fund,Industrials,,243767465.4,,,Other,243125972.07
COPL,Copley Acquisition Corp,Industrials,BLANK CHECKS,242741460.39,6770.0,BLANK CHECKS,Banks,242978744.32
ELVA,Electrovaya Inc. Common Shares,Industrials,,212540643.05,,,Other,242578506.95000002
MKLY,McKinley Acquisition Corporation Class A Ordinary Shares,Industrials,BLANK CHECKS,242601036.91000003,6770.0,BLANK CHECKS,Banks,242357705.88000003
AERO,"Grupo Aeromexico, S.A.B. de C.V. American Depositary Shares (each representing ten (10) Common Shares)",Industrials,,253748565.6,,,Other,242152529.0
SABA,Saba Capital Income & Opportunities Fund II,Industrials,,242641971.25,,,Other,241810055.92000002
MASS,908 Devices Inc. Common Stock,Industrials,"MEASURING & CONTROLLING DEVICES, NEC",231996988.98,3829.0,"MEASURING & CONTROLLING DEVICES, NEC",Other,241769093.04
GSIT,GSI Technology,Information Technology,SEMICONDUCTORS & RELATED DEVICES,221670311.87,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors,241758082.58
ANTA,Antalpha Platform Holding Company Class A Ordinary Shares,Industrials,,223989150.00000003,,,Other,241754378.25
HUMA,"Humacyte, Inc. Common Stock",Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",249070856.93,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology,241580004.09
PRE,Prenetics Global Limited Class A Ordinary Share,Industrials,,240310080.36,,,Other,240983217.84
GWRS,"Global Water Resources, Inc.",Utilities,WATER SUPPLY,245814765.75000003,4941.0,WATER SUPPLY,Other,240927220.70000002
XPOF,"Xponential Fitness, Inc.",Consumer Discretionary,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,231763710.0,7990.0,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,Other,240555960.0
DBI,Designer Brands Inc.,Consumer Discretionary,RETAIL-SHOE STORES,216009572.8,5661.0,RETAIL-SHOE STORES,Other,240285877.99999997
FBLA,"FB Bancorp, Inc. Common Stock",Financials,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",234110272.5,6036.0,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",Other,239435133.6
OPRT,Oportun Financial Corporation Common Stock,Financials,FINANCE SERVICES,224616711.8,6199.0,FINANCE SERVICES,Other,239179288.4
XWIN,"XMAX, Inc. Common Stock",Consumer Discretionary,HOUSEHOLD FURNITURE,228619629.42,2510.0,HOUSEHOLD FURNITURE,Other,239087561.17
FRAF,Franklin Financial Services Corporation Common Stock,Financials,STATE COMMERCIAL BANKS,241464884.67,6022.0,STATE COMMERCIAL BANKS,Banks,238956623.95000002
CABA,"Cabaletta Bio, Inc. Common Stock",Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",228148533.48,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology,238737705.92
MCGA,Yorkville Acquisition Corp. Class A Ordinary Share,Industrials,BLANK CHECKS,238878062.50000003,6770.0,BLANK CHECKS,Banks,238642249.99999997
TRX,TRX Gold Corporation,Industrials,,199432812.51,,,Other,238174007.04999998
SLQT,"SelectQuote, Inc.",Financials,"INSURANCE AGENTS, BROKERS & SERVICE",260438181.12,6411.0,"INSURANCE AGENTS, BROKERS & SERVICE",Other,237561854.4
KOYN,CSLM Digital Asset Acquisition Corp III Class A Ordinary Shares,Industrials,BLANK CHECKS,237956850.00000003,6770.0,BLANK CHECKS,Banks,237476635.875
CIA,"Citizens, Inc.",Financials,LIFE INSURANCE,300272182.56,6311.0,LIFE INSURANCE,Other,237401122.56
MDWD,MediWound Ltd.,Industrials,,230657579.67,,,Other,237324724.83
SSSS,SuRo Capital Corp. Common Stock,Industrials,,230342064.47,,,Other,237124219.04
SATL,Satellogic Inc. Class A Ordinary Shares,Information Technology,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,224875477.3,3663.0,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,Other,237067521.25
SOCA,Solarius Capital Acquisition Corp. Class A Ordinary Share,Industrials,BLANK CHECKS,237783000.0,6770.0,BLANK CHECKS,Banks,236610500.0
EDIT,"Editas Medicine, Inc. Common Stock",Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",234284784.0,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology,236237157.2
CVRX,"CVRx, Inc. Common Stock",Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,257645371.47,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other,236153082.09
RAAQ,Real Asset Acquisition Corp. Class A Ordinary Share,Industrials,BLANK CHECKS,237360000.0,6770.0,BLANK CHECKS,Banks,235980000.0
GTERA,Globa Terra Acquisition Corporation Class A Ordinary Shares,Industrials,BLANK CHECKS,234727293.98,6770.0,BLANK CHECKS,Banks,234843957.64499998
ELMD,"Electromed, Inc.",Health Care,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,221191067.76,3845.0,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,Other,234786144.7
MFIN,Medallion Financial Corp,Financials,FINANCE SERVICES,232095966.95,6199.0,FINANCE SERVICES,Other,234656704.8
TSI,"TCW Strategic Income Fund, Inc.",Industrials,,235582219.2,,,Other,234626510.4
DOUG,Douglas Elliman Inc.,Real Estate,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),233593891.1,6531.0,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),Other,234482080.8
FVCB,"FVCBankcorp, Inc. Common Stock",Financials,STATE COMMERCIAL BANKS,230634626.64,6022.0,STATE COMMERCIAL BANKS,Banks,234249589.44000003
TNXP,Tonix Pharmaceuticals Holding Corp.,Health Care,PHARMACEUTICAL PREPARATIONS,177590253.36,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,234235420.38
DAAQ,Digital Asset Acquisition Corp. Class A Ordinary shares,Industrials,BLANK CHECKS,233910000.0,6770.0,BLANK CHECKS,Banks,233680000.0
VUZI,Vuzix Corporation,Information Technology,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,190701036.68,3663.0,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,Other,233168074.26000002
NXG,NXG NextGen Infrastructure Income Fund,Industrials,,227148000.0,,,Other,233128000.0
NUAI,"New Era Energy & Digital, Inc. Common Stock",Energy,CRUDE PETROLEUM & NATURAL GAS,270987296.97,1311.0,CRUDE PETROLEUM & NATURAL GAS,Other,233038385.56
HWBK,Hawthorn Bancshars Inc.,Financials,NATIONAL COMMERCIAL BANKS,231416023.3,6021.0,NATIONAL COMMERCIAL BANKS,Banks,232726576.04000002
OVLY,Oak Valley Bancorp,Financials,STATE COMMERCIAL BANKS,236212303.36,6022.0,STATE COMMERCIAL BANKS,Banks,232018192.86
TNYA,"Tenaya Therapeutics, Inc. Common Stock",Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",226448003.6,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology,231443180.14999998
NVX,NOVONIX Limited American Depository Shares,Industrials,,235215389.92,,,Other,231015115.10000002
NEN,New England Realty Associates Limited Partnership,Real Estate,OPERATORS OF APARTMENT BUILDINGS,234887975.5,6513.0,OPERATORS OF APARTMENT BUILDINGS,Other,230522028.0
VGZ,Vista Gold Corp.,Materials,GOLD AND SILVER ORES,236011031.96,1040.0,GOLD AND SILVER ORES,Other,229700576.56
LGI,Lazard Global Total Return & Income Fund,Industrials,,224212990.66,,,Other,229548296.88
LCNB,LCNB Corporation,Financials,NATIONAL COMMERCIAL BANKS,225283922.6,6021.0,NATIONAL COMMERCIAL BANKS,Banks,229539916.1
LHAI,Linkhome Holdings Inc. Common stock,Real Estate,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),201738900.0,6531.0,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),Other,229329900.0
TCX,"Tucows, Inc",Information Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,239622572.02,7374.0,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,Other,229295927.35
RDCM,Radcom Ltd.,Industrials,,211142491.56,,,Other,229188858.36
MACI,Melar Acquisition Corp. I Class A Ordinary Shares,Industrials,BLANK CHECKS,228540544.54,6770.0,BLANK CHECKS,Banks,228972976.98
TDAC,Translational Development Acquisition Corp. Ordinary Shares,Industrials,BLANK CHECKS,,6770.0,BLANK CHECKS,Banks,228953091.75000003
LATA,Galata Acquisition Corp. II Class A Ordinary Shares,Industrials,BLANK CHECKS,229310000.0,6770.0,BLANK CHECKS,Banks,228849999.99999997
LTRX,Lantronix Inc,Information Technology,COMPUTER COMMUNICATIONS EQUIPMENT,194825119.5,3576.0,COMPUTER COMMUNICATIONS EQUIPMENT,Other,228673524.1
ETHM,Dynamix Corporation Class A Ordinary Shares,Industrials,BLANK CHECKS,226977329.915,6770.0,BLANK CHECKS,Banks,227641329.905
RGCO,RGC Resources Inc,Energy,NATURAL GAS TRANSMISSION & DISTRIBUTION,230465472.48,4923.0,NATURAL GAS TRANSMISSION & DISTRIBUTION,Other,227090650.14000002
MIST,Milestone Pharmaceuticals Inc. Common Shares,Health Care,PHARMACEUTICAL PREPARATIONS,222291987.84,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,226550455.04000002
FCCO,First Community Corp,Financials,STATE COMMERCIAL BANKS,223154919.88,6022.0,STATE COMMERCIAL BANKS,Banks,225769415.84
OZ,"Belpointe PREP, LLC Class A Units",Real Estate,REAL ESTATE,220873972.02,6500.0,REAL ESTATE,Other,225575031.5
MAGH,Magnitude International Ltd Ordinary Shares,Industrials,,174754000.0,,,Other,225446000.0
BPRN,"Princeton Bancorp, Inc. Common Stock (PA)",Financials,STATE COMMERCIAL BANKS,233386264.09,6022.0,STATE COMMERCIAL BANKS,Banks,225338461.88
CHPT,"ChargePoint Holdings, Inc.",Industrials,MISCELLANEOUS TRANSPORTATION EQUIPMENT,185191351.8,3790.0,MISCELLANEOUS TRANSPORTATION EQUIPMENT,Other,224704345.5
PPIH,"Perma-Pipe International Holdings, Inc.",Industrials,INDUSTRIAL & COMMERCIAL FANS & BLOWERS & AIR PURIFING EQUIP,206640968.85,3564.0,INDUSTRIAL & COMMERCIAL FANS & BLOWERS & AIR PURIFING EQUIP,Other,224690689.20000002
SVCC,Stellar V Capital Corp. Class A Ordinary Shares,Industrials,BLANK CHECKS,225011369.25,6770.0,BLANK CHECKS,Banks,223930623.0
CFFI,C&F Financial Corp,Financials,STATE COMMERCIAL BANKS,226255269.84,6022.0,STATE COMMERCIAL BANKS,Banks,223891360.48
TWIN,"Twin Disc, Incorporated",Industrials,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT,223446121.43,3560.0,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT,Other,223733882.05
MFM,MFS Municipal Income Trust Shares of Beneficial Interest,Industrials,,219118196.92,,,Other,223236960.02
JELD,"JELD-WEN Holding, Inc.",Industrials,"MILLWOOD, VENEER, PLYWOOD, & STRUCTURAL WOOD MEMBERS",228951622.8,2430.0,"MILLWOOD, VENEER, PLYWOOD, & STRUCTURAL WOOD MEMBERS",Other,222971543.1
MVT,Blackrock Munivest Fund II,Industrials,,222382769.18,,,Other,222799997.64
DERM,Journey Medical Corporation Common Stock,Health Care,PHARMACEUTICAL PREPARATIONS,212474136.15,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,222514420.99999997
